event_id,timestamp,model_id,client_id,filters_used,selected
E0000059,2025-10-06T00:00:00,10515,C015,fragrance + high cheekbones,1
E0000060,2025-10-03T00:00:00,10515,C035,beauty campaign + porcelain skin,1
E0000061,2025-10-05T00:00:00,10515,C035,beauty campaign + porcelain skin,1
E0000062,2025-06-19T00:00:00,10515,C017,fragrance + high cheekbones,1
E0000063,2025-09-28T00:00:00,10515,C015,fragrance + high cheekbones,1
E0000064,2024-10-21T00:00:00,10515,C027,fragrance + high cheekbones,1
E0000065,2024-10-19T00:00:00,10515,C027,brown hair + green eyes + lookbook,1
E0000066,2025-06-25T00:00:00,10515,C030,beauty campaign + porcelain skin,1
E0000067,2025-06-13T00:00:00,10515,C011,editorial + runway height 175–182,1
E0000068,2025-06-13T00:00:00,10515,C011,luxury campaign + SS25 brief,1
E0000069,2024-05-27T00:00:00,10515,C025,editorial + runway height 175–182,1
E0000070,2024-10-22T00:00:00,10515,C007,brown hair + green eyes + lookbook,1
E0000071,2025-02-23T00:00:00,10515,C003,fragrance + high cheekbones,1
E0000072,2025-02-23T00:00:00,10515,C003,fragrance + high cheekbones,1
E0000073,2025-10-06T00:00:00,10515,C035,blonde + blue eyes + size 0–4,1
E0000074,2024-10-15T00:00:00,9964,C028,fragrance + high cheekbones,1
E0000075,2024-10-15T00:00:00,9964,C028,beauty campaign + porcelain skin,1
E0000076,2024-10-30T00:00:00,9964,C038,editorial + runway height 175–182,1
E0000077,2024-10-29T00:00:00,9964,C038,editorial + runway height 175–182,1
E0000078,2024-11-17T00:00:00,9964,C010,editorial + runway height 175–182,1
E0000079,2024-06-19T00:00:00,9964,C010,editorial + runway height 175–182,1
E0000080,2025-06-19T00:00:00,9964,C018,luxury campaign + SS25 brief,1
E0000081,2025-06-21T00:00:00,9964,C018,beauty campaign + porcelain skin,1
E0000082,2024-10-06T00:00:00,9964,C028,blonde + blue eyes + size 0–4,1
E0000083,2024-10-08T00:00:00,9964,C028,beauty campaign + porcelain skin,1
E0000084,2025-09-30T00:00:00,9964,C010,beauty campaign + porcelain skin,1
E0000085,2025-09-30T00:00:00,9964,C028,brown hair + green eyes + lookbook,1
E0000086,2025-02-24T00:00:00,10231,C030,editorial + runway height 175–182,1
E0000087,2024-10-24T00:00:00,10231,C018,editorial + runway height 175–182,1
E0000088,2024-10-24T00:00:00,10231,C018,luxury campaign + SS25 brief,1
E0000089,2024-11-29T00:00:00,10231,C013,blonde + blue eyes + size 0–4,1
E0000090,2024-11-29T00:00:00,10231,C013,blonde + blue eyes + size 0–4,1
E0000091,2024-09-02T00:00:00,10231,C030,brown hair + green eyes + lookbook,1
E0000092,2024-05-20T00:00:00,10231,C007,brown hair + green eyes + lookbook,1
E0000093,2024-05-19T00:00:00,10231,C007,brown hair + green eyes + lookbook,1
E0000094,2025-01-03T00:00:00,10231,C017,fragrance + high cheekbones,1
E0000095,2024-11-12T00:00:00,10231,C004,editorial + runway height 175–182,1
E0000096,2025-03-18T00:00:00,10231,C020,editorial + runway height 175–182,1
E0000097,2024-09-10T00:00:00,10231,C018,luxury campaign + SS25 brief,1
E0000098,2024-11-08T00:00:00,10231,C020,blonde + blue eyes + size 0–4,1
E0000099,2025-02-08T00:00:00,10231,C030,blonde + blue eyes + size 0–4,1
E0000100,2025-02-24T00:00:00,10231,C019,brown hair + green eyes + lookbook,1
E0000101,2025-02-24T00:00:00,10231,C019,beauty campaign + porcelain skin,1
E0000102,2025-04-06T00:00:00,9991,C013,blonde + blue eyes + size 0–4,1
E0000103,2025-04-06T00:00:00,9991,C013,luxury campaign + SS25 brief,1
E0000104,2024-11-29T00:00:00,9991,C005,editorial + runway height 175–182,1
E0000105,2024-11-28T00:00:00,9991,C005,blonde + blue eyes + size 0–4,1
E0000106,2025-01-28T00:00:00,9991,C029,luxury campaign + SS25 brief,1
E0000107,2025-01-27T00:00:00,9991,C029,editorial + runway height 175–182,1
E0000108,2024-09-29T00:00:00,9991,C015,beauty campaign + porcelain skin,1
E0000109,2024-09-23T00:00:00,9991,C002,brown hair + green eyes + lookbook,1
E0000110,2024-09-24T00:00:00,9991,C002,brown hair + green eyes + lookbook,1
E0000111,2024-09-04T00:00:00,9991,C017,brown hair + green eyes + lookbook,1
E0000112,2024-05-17T00:00:00,9991,C018,blonde + blue eyes + size 0–4,1
E0000113,2025-04-25T00:00:00,9991,C015,luxury campaign + SS25 brief,1
E0000114,2025-04-25T00:00:00,9991,C015,brown hair + green eyes + lookbook,1
E0000115,2024-11-18T00:00:00,9991,C019,editorial + runway height 175–182,1
E0000116,2024-11-18T00:00:00,9991,C019,fragrance + high cheekbones,1
E0000117,2025-03-24T00:00:00,9991,C015,luxury campaign + SS25 brief,1
E0000118,2025-03-15T00:00:00,9991,C017,luxury campaign + SS25 brief,1
E0000119,2025-03-17T00:00:00,9991,C017,fragrance + high cheekbones,1
E0000120,2025-01-27T00:00:00,9991,C015,blonde + blue eyes + size 0–4,1
E0000121,2025-01-29T00:00:00,9991,C015,fragrance + high cheekbones,1
E0000122,2024-10-22T00:00:00,10163,C016,blonde + blue eyes + size 0–4,1
E0000123,2024-10-23T00:00:00,10163,C016,beauty campaign + porcelain skin,1
E0000124,2024-09-24T00:00:00,10163,C008,beauty campaign + porcelain skin,1
E0000125,2024-09-26T00:00:00,10163,C008,blonde + blue eyes + size 0–4,1
E0000126,2024-10-18T00:00:00,10163,C033,blonde + blue eyes + size 0–4,1
E0000127,2024-10-16T00:00:00,10163,C033,luxury campaign + SS25 brief,1
E0000128,2024-12-14T00:00:00,10163,C025,luxury campaign + SS25 brief,1
E0000129,2024-12-14T00:00:00,10163,C025,blonde + blue eyes + size 0–4,1
E0000130,2025-04-09T00:00:00,10163,C008,luxury campaign + SS25 brief,1
E0000131,2025-04-09T00:00:00,10163,C008,blonde + blue eyes + size 0–4,1
E0000132,2025-03-05T00:00:00,10163,C002,luxury campaign + SS25 brief,1
E0000133,2025-03-06T00:00:00,10163,C002,blonde + blue eyes + size 0–4,1
E0000134,2024-06-20T00:00:00,10163,C008,editorial + runway height 175–182,1
E0000135,2025-07-22T00:00:00,10163,C016,fragrance + high cheekbones,1
E0000136,2025-05-31T00:00:00,10461,C032,blonde + blue eyes + size 0–4,1
E0000137,2024-08-11T00:00:00,10461,C001,editorial + runway height 175–182,1
E0000138,2024-08-11T00:00:00,10461,C001,brown hair + green eyes + lookbook,1
E0000139,2024-09-04T00:00:00,10461,C017,editorial + runway height 175–182,1
E0000140,2024-09-03T00:00:00,10461,C017,fragrance + high cheekbones,1
E0000141,2024-10-29T00:00:00,10461,C035,brown hair + green eyes + lookbook,1
E0000142,2024-11-29T00:00:00,10461,C025,fragrance + high cheekbones,1
E0000143,2024-11-29T00:00:00,10461,C025,beauty campaign + porcelain skin,1
E0000144,2025-08-29T00:00:00,10461,C025,luxury campaign + SS25 brief,1
E0000145,2025-04-22T00:00:00,10461,C003,beauty campaign + porcelain skin,1
E0000146,2024-06-30T00:00:00,10461,C010,fragrance + high cheekbones,1
E0000147,2024-06-30T00:00:00,10461,C010,blonde + blue eyes + size 0–4,1
E0000148,2025-03-13T00:00:00,10461,C016,editorial + runway height 175–182,1
E0000149,2025-03-13T00:00:00,10461,C016,fragrance + high cheekbones,1
E0000150,2024-05-09T00:00:00,10461,C032,brown hair + green eyes + lookbook,1
E0000151,2025-01-17T00:00:00,10149,C020,brown hair + green eyes + lookbook,1
E0000152,2024-07-05T00:00:00,10149,C005,editorial + runway height 175–182,1
E0000153,2024-07-06T00:00:00,10149,C005,blonde + blue eyes + size 0–4,1
E0000154,2024-11-15T00:00:00,10149,C019,editorial + runway height 175–182,1
E0000155,2024-06-19T00:00:00,10149,C004,beauty campaign + porcelain skin,1
E0000156,2024-07-26T00:00:00,10149,C005,beauty campaign + porcelain skin,1
E0000157,2025-09-12T00:00:00,10149,C009,blonde + blue eyes + size 0–4,1
E0000158,2024-04-28T00:00:00,10149,C029,editorial + runway height 175–182,1
E0000159,2025-04-20T00:00:00,10149,C011,beauty campaign + porcelain skin,1
E0000160,2024-10-19T00:00:00,10149,C011,brown hair + green eyes + lookbook,1
E0000161,2025-07-19T00:00:00,10580,C022,brown hair + green eyes + lookbook,1
E0000162,2025-01-07T00:00:00,10580,C001,luxury campaign + SS25 brief,1
E0000163,2025-09-18T00:00:00,10580,C008,editorial + runway height 175–182,1
E0000164,2025-09-18T00:00:00,10580,C008,blonde + blue eyes + size 0–4,1
E0000165,2025-09-29T00:00:00,10580,C036,brown hair + green eyes + lookbook,1
E0000166,2024-09-13T00:00:00,10580,C030,brown hair + green eyes + lookbook,1
E0000167,2024-11-09T00:00:00,10580,C008,fragrance + high cheekbones,1
E0000168,2024-11-09T00:00:00,10580,C008,beauty campaign + porcelain skin,1
E0000169,2024-09-10T00:00:00,10580,C030,brown hair + green eyes + lookbook,1
E0000170,2024-10-25T00:00:00,10373,C027,fragrance + high cheekbones,1
E0000171,2025-03-01T00:00:00,10373,C027,fragrance + high cheekbones,1
E0000172,2024-06-26T00:00:00,10373,C007,editorial + runway height 175–182,1
E0000173,2024-06-28T00:00:00,10373,C007,editorial + runway height 175–182,1
E0000174,2024-09-15T00:00:00,10373,C032,luxury campaign + SS25 brief,1
E0000175,2024-10-10T00:00:00,10373,C014,beauty campaign + porcelain skin,1
E0000176,2024-07-03T00:00:00,10373,C001,editorial + runway height 175–182,1
E0000177,2024-07-03T00:00:00,10373,C001,editorial + runway height 175–182,1
E0000178,2024-05-07T00:00:00,10373,C008,beauty campaign + porcelain skin,1
E0000179,2025-09-10T00:00:00,10373,C032,beauty campaign + porcelain skin,1
E0000180,2025-09-08T00:00:00,10373,C032,beauty campaign + porcelain skin,1
E0000181,2024-08-15T00:00:00,10373,C007,beauty campaign + porcelain skin,1
E0000182,2024-08-15T00:00:00,10373,C007,luxury campaign + SS25 brief,1
E0000183,2024-10-07T00:00:00,10373,C027,fragrance + high cheekbones,1
E0000184,2024-10-05T00:00:00,10373,C027,brown hair + green eyes + lookbook,1
E0000185,2024-05-20T00:00:00,10373,C007,blonde + blue eyes + size 0–4,1
E0000186,2024-05-19T00:00:00,10373,C007,beauty campaign + porcelain skin,1
E0000187,2024-08-29T00:00:00,10373,C032,editorial + runway height 175–182,1
E0000188,2025-04-02T00:00:00,10373,C027,blonde + blue eyes + size 0–4,1
E0000189,2024-09-07T00:00:00,10373,C027,fragrance + high cheekbones,1
E0000190,2025-09-09T00:00:00,10135,C014,luxury campaign + SS25 brief,1
E0000191,2025-09-08T00:00:00,10135,C014,blonde + blue eyes + size 0–4,1
E0000192,2025-03-13T00:00:00,10135,C024,blonde + blue eyes + size 0–4,1
E0000193,2025-03-27T00:00:00,10135,C036,brown hair + green eyes + lookbook,1
E0000194,2024-09-30T00:00:00,10135,C008,brown hair + green eyes + lookbook,1
E0000195,2024-10-01T00:00:00,10135,C008,beauty campaign + porcelain skin,1
E0000196,2025-01-25T00:00:00,10135,C019,editorial + runway height 175–182,1
E0000197,2025-01-26T00:00:00,10135,C019,beauty campaign + porcelain skin,1
E0000198,2025-01-17T00:00:00,10135,C015,blonde + blue eyes + size 0–4,1
E0000199,2025-01-18T00:00:00,10135,C015,beauty campaign + porcelain skin,1
E0000200,2024-06-02T00:00:00,10135,C028,blonde + blue eyes + size 0–4,1
E0000201,2024-06-02T00:00:00,10135,C028,fragrance + high cheekbones,1
E0000202,2025-03-20T00:00:00,10135,C018,fragrance + high cheekbones,1
E0000203,2025-03-21T00:00:00,10135,C018,editorial + runway height 175–182,1
E0000204,2024-11-15T00:00:00,10135,C036,luxury campaign + SS25 brief,1
E0000205,2025-04-13T00:00:00,10135,C006,blonde + blue eyes + size 0–4,1
E0000206,2025-10-16T00:00:00,10145,C010,fragrance + high cheekbones,1
E0000207,2024-07-08T00:00:00,10145,C032,fragrance + high cheekbones,1
E0000208,2024-07-06T00:00:00,10145,C032,fragrance + high cheekbones,1
E0000209,2024-12-27T00:00:00,10145,C021,luxury campaign + SS25 brief,1
E0000210,2024-09-30T00:00:00,10145,C037,brown hair + green eyes + lookbook,1
E0000211,2024-10-01T00:00:00,10145,C037,beauty campaign + porcelain skin,1
E0000212,2025-06-29T00:00:00,10145,C019,beauty campaign + porcelain skin,1
E0000213,2025-06-30T00:00:00,10145,C019,fragrance + high cheekbones,1
E0000214,2024-10-30T00:00:00,10145,C037,fragrance + high cheekbones,1
E0000215,2024-10-29T00:00:00,10145,C037,luxury campaign + SS25 brief,1
E0000216,2024-09-07T00:00:00,10145,C003,brown hair + green eyes + lookbook,1
E0000217,2024-09-08T00:00:00,10145,C003,fragrance + high cheekbones,1
E0000218,2024-06-14T00:00:00,10145,C027,fragrance + high cheekbones,1
E0000219,2024-06-13T00:00:00,10145,C027,brown hair + green eyes + lookbook,1
E0000220,2025-05-01T00:00:00,10145,C030,brown hair + green eyes + lookbook,1
E0000221,2024-08-02T00:00:00,10145,C020,blonde + blue eyes + size 0–4,1
E0000222,2025-03-03T00:00:00,10145,C037,brown hair + green eyes + lookbook,1
E0000223,2025-03-02T00:00:00,10145,C037,luxury campaign + SS25 brief,1
E0000224,2025-10-11T00:00:00,10145,C010,luxury campaign + SS25 brief,1
E0000225,2024-07-17T00:00:00,10320,C038,editorial + runway height 175–182,1
E0000226,2024-10-20T00:00:00,10320,C021,fragrance + high cheekbones,1
E0000227,2024-12-09T00:00:00,10320,C005,beauty campaign + porcelain skin,1
E0000228,2025-06-14T00:00:00,10320,C012,beauty campaign + porcelain skin,1
E0000229,2025-06-15T00:00:00,10320,C012,fragrance + high cheekbones,1
E0000230,2024-05-07T00:00:00,10320,C012,editorial + runway height 175–182,1
E0000231,2025-07-25T00:00:00,10320,C013,luxury campaign + SS25 brief,1
E0000232,2025-06-11T00:00:00,10320,C022,luxury campaign + SS25 brief,1
E0000233,2025-03-10T00:00:00,10586,C025,luxury campaign + SS25 brief,1
E0000234,2025-03-10T00:00:00,10586,C025,fragrance + high cheekbones,1
E0000235,2024-12-03T00:00:00,10586,C005,beauty campaign + porcelain skin,1
E0000236,2024-12-02T00:00:00,10586,C005,fragrance + high cheekbones,1
E0000237,2024-07-11T00:00:00,10586,C010,brown hair + green eyes + lookbook,1
E0000238,2024-07-10T00:00:00,10586,C010,fragrance + high cheekbones,1
E0000239,2025-07-07T00:00:00,10586,C026,beauty campaign + porcelain skin,1
E0000240,2025-08-07T00:00:00,10586,C022,editorial + runway height 175–182,1
E0000241,2025-08-08T00:00:00,10586,C022,brown hair + green eyes + lookbook,1
E0000242,2025-02-22T00:00:00,10586,C006,blonde + blue eyes + size 0–4,1
E0000243,2025-02-20T00:00:00,10586,C006,blonde + blue eyes + size 0–4,1
E0000244,2025-06-07T00:00:00,10586,C029,luxury campaign + SS25 brief,1
E0000245,2025-06-07T00:00:00,10586,C029,brown hair + green eyes + lookbook,1
E0000246,2024-06-24T00:00:00,10586,C034,beauty campaign + porcelain skin,1
E0000247,2024-06-26T00:00:00,10586,C034,fragrance + high cheekbones,1
E0000248,2024-12-07T00:00:00,10586,C034,fragrance + high cheekbones,1
E0000249,2025-08-29T00:00:00,10586,C011,fragrance + high cheekbones,1
E0000250,2025-08-29T00:00:00,10586,C011,editorial + runway height 175–182,1
E0000251,2025-07-03T00:00:00,10586,C034,luxury campaign + SS25 brief,1
E0000252,2025-07-05T00:00:00,10586,C034,luxury campaign + SS25 brief,1
E0000253,2024-10-26T00:00:00,10131,C024,brown hair + green eyes + lookbook,1
E0000254,2024-10-26T00:00:00,10131,C024,editorial + runway height 175–182,1
E0000255,2024-10-12T00:00:00,10131,C009,blonde + blue eyes + size 0–4,1
E0000256,2024-10-12T00:00:00,10131,C009,luxury campaign + SS25 brief,1
E0000257,2025-01-13T00:00:00,10131,C037,luxury campaign + SS25 brief,1
E0000258,2025-04-22T00:00:00,10131,C024,brown hair + green eyes + lookbook,1
E0000259,2025-04-24T00:00:00,10131,C024,luxury campaign + SS25 brief,1
E0000260,2024-05-13T00:00:00,10131,C027,brown hair + green eyes + lookbook,1
E0000261,2024-05-14T00:00:00,10131,C027,fragrance + high cheekbones,1
E0000262,2025-09-11T00:00:00,10131,C013,editorial + runway height 175–182,1
E0000263,2024-05-03T00:00:00,10131,C013,blonde + blue eyes + size 0–4,1
E0000264,2024-05-03T00:00:00,10131,C013,blonde + blue eyes + size 0–4,1
E0000265,2024-04-27T00:00:00,10131,C037,luxury campaign + SS25 brief,1
E0000266,2024-04-27T00:00:00,10131,C037,luxury campaign + SS25 brief,1
E0000267,2024-10-03T00:00:00,10546,C034,brown hair + green eyes + lookbook,1
E0000268,2025-03-04T00:00:00,10546,C034,editorial + runway height 175–182,1
E0000269,2025-03-04T00:00:00,10546,C034,brown hair + green eyes + lookbook,1
E0000270,2025-03-30T00:00:00,10546,C034,fragrance + high cheekbones,1
E0000271,2025-03-28T00:00:00,10546,C034,beauty campaign + porcelain skin,1
E0000272,2025-04-14T00:00:00,10546,C034,luxury campaign + SS25 brief,1
E0000273,2025-09-08T00:00:00,10702,C002,blonde + blue eyes + size 0–4,1
E0000274,2024-05-25T00:00:00,10126,C038,fragrance + high cheekbones,1
E0000275,2024-05-24T00:00:00,10126,C038,blonde + blue eyes + size 0–4,1
E0000276,2025-10-01T00:00:00,10116,C005,brown hair + green eyes + lookbook,1
E0000277,2025-10-01T00:00:00,10116,C005,brown hair + green eyes + lookbook,1
E0000278,2025-10-09T00:00:00,10116,C030,fragrance + high cheekbones,1
E0000279,2025-10-09T00:00:00,10116,C030,luxury campaign + SS25 brief,1
E0000280,2024-11-11T00:00:00,10116,C013,brown hair + green eyes + lookbook,1
E0000281,2025-04-07T00:00:00,10116,C030,blonde + blue eyes + size 0–4,1
E0000282,2024-06-09T00:00:00,10116,C031,blonde + blue eyes + size 0–4,1
E0000283,2025-07-10T00:00:00,10116,C006,fragrance + high cheekbones,1
E0000284,2025-03-03T00:00:00,10116,C030,blonde + blue eyes + size 0–4,1
E0000285,2024-08-26T00:00:00,10116,C023,beauty campaign + porcelain skin,1
E0000286,2024-08-27T00:00:00,10116,C023,brown hair + green eyes + lookbook,1
E0000287,2025-03-23T00:00:00,10116,C031,luxury campaign + SS25 brief,1
E0000288,2025-06-01T00:00:00,10495,C029,fragrance + high cheekbones,1
E0000289,2025-06-02T00:00:00,10495,C029,blonde + blue eyes + size 0–4,1
E0000290,2025-08-07T00:00:00,10495,C010,beauty campaign + porcelain skin,1
E0000291,2025-08-01T00:00:00,10495,C037,brown hair + green eyes + lookbook,1
E0000292,2025-04-02T00:00:00,10495,C002,editorial + runway height 175–182,1
E0000293,2025-04-01T00:00:00,10495,C002,fragrance + high cheekbones,1
E0000294,2025-10-01T00:00:00,10184,C029,luxury campaign + SS25 brief,1
E0000295,2025-10-01T00:00:00,10184,C029,luxury campaign + SS25 brief,1
E0000296,2025-10-07T00:00:00,10184,C006,fragrance + high cheekbones,1
E0000297,2025-01-09T00:00:00,10184,C014,fragrance + high cheekbones,1
E0000298,2025-01-08T00:00:00,10184,C014,fragrance + high cheekbones,1
E0000299,2025-08-29T00:00:00,10184,C012,luxury campaign + SS25 brief,1
E0000300,2025-09-22T00:00:00,10184,C029,luxury campaign + SS25 brief,1
E0000301,2025-09-21T00:00:00,10184,C029,editorial + runway height 175–182,1
E0000302,2025-07-20T00:00:00,10184,C006,brown hair + green eyes + lookbook,1
E0000303,2025-07-18T00:00:00,10184,C006,brown hair + green eyes + lookbook,1
E0000304,2025-02-22T00:00:00,10184,C029,brown hair + green eyes + lookbook,1
E0000305,2025-02-21T00:00:00,10184,C029,fragrance + high cheekbones,1
E0000306,2024-12-07T00:00:00,10184,C014,fragrance + high cheekbones,1
E0000307,2024-12-07T00:00:00,10184,C014,luxury campaign + SS25 brief,1
E0000308,2025-04-12T00:00:00,10184,C017,fragrance + high cheekbones,1
E0000309,2025-04-12T00:00:00,10184,C017,editorial + runway height 175–182,1
E0000310,2025-07-11T00:00:00,10184,C017,fragrance + high cheekbones,1
E0000311,2025-07-11T00:00:00,10184,C017,beauty campaign + porcelain skin,1
E0000312,2025-06-05T00:00:00,10184,C017,luxury campaign + SS25 brief,1
E0000313,2025-06-07T00:00:00,10184,C006,fragrance + high cheekbones,1
E0000314,2025-06-05T00:00:00,10184,C006,editorial + runway height 175–182,1
E0000315,2025-10-14T00:00:00,10184,C022,blonde + blue eyes + size 0–4,1
E0000316,2025-10-12T00:00:00,10184,C022,brown hair + green eyes + lookbook,1
E0000317,2024-04-26T00:00:00,10184,C037,luxury campaign + SS25 brief,1
E0000318,2024-04-27T00:00:00,10184,C037,luxury campaign + SS25 brief,1
E0000319,2024-10-12T00:00:00,10184,C014,editorial + runway height 175–182,1
E0000320,2024-10-12T00:00:00,10184,C014,brown hair + green eyes + lookbook,1
E0000321,2024-05-01T00:00:00,10184,C026,beauty campaign + porcelain skin,1
E0000322,2025-04-03T00:00:00,10184,C017,blonde + blue eyes + size 0–4,1
E0000323,2025-07-12T00:00:00,10184,C023,editorial + runway height 175–182,1
E0000324,2025-07-11T00:00:00,10184,C023,fragrance + high cheekbones,1
E0000325,2025-05-30T00:00:00,10725,C016,beauty campaign + porcelain skin,1
E0000326,2025-05-29T00:00:00,10725,C016,beauty campaign + porcelain skin,1
E0000327,2025-04-27T00:00:00,10725,C011,blonde + blue eyes + size 0–4,1
E0000328,2024-10-03T00:00:00,10725,C008,blonde + blue eyes + size 0–4,1
E0000329,2024-10-03T00:00:00,10725,C008,blonde + blue eyes + size 0–4,1
E0000330,2025-09-26T00:00:00,10725,C030,beauty campaign + porcelain skin,1
E0000331,2025-09-25T00:00:00,10725,C030,editorial + runway height 175–182,1
E0000332,2025-08-13T00:00:00,10725,C031,beauty campaign + porcelain skin,1
E0000333,2025-08-14T00:00:00,10725,C031,editorial + runway height 175–182,1
E0000334,2024-11-14T00:00:00,10725,C030,beauty campaign + porcelain skin,1
E0000335,2024-11-14T00:00:00,10725,C030,blonde + blue eyes + size 0–4,1
E0000336,2025-06-15T00:00:00,10725,C030,brown hair + green eyes + lookbook,1
E0000337,2025-02-03T00:00:00,10725,C008,fragrance + high cheekbones,1
E0000338,2024-10-18T00:00:00,10725,C016,luxury campaign + SS25 brief,1
E0000339,2025-01-25T00:00:00,10725,C030,beauty campaign + porcelain skin,1
E0000340,2025-01-24T00:00:00,10725,C030,luxury campaign + SS25 brief,1
E0000341,2024-05-02T00:00:00,10725,C021,luxury campaign + SS25 brief,1
E0000342,2025-09-18T00:00:00,10160,C033,luxury campaign + SS25 brief,1
E0000343,2025-10-07T00:00:00,10160,C002,beauty campaign + porcelain skin,1
E0000344,2025-03-14T00:00:00,10160,C038,brown hair + green eyes + lookbook,1
E0000345,2025-03-13T00:00:00,10160,C038,luxury campaign + SS25 brief,1
E0000346,2024-08-29T00:00:00,10160,C032,beauty campaign + porcelain skin,1
E0000347,2024-08-31T00:00:00,10160,C032,fragrance + high cheekbones,1
E0000348,2024-12-12T00:00:00,10160,C035,beauty campaign + porcelain skin,1
E0000349,2024-12-12T00:00:00,10160,C035,beauty campaign + porcelain skin,1
E0000350,2025-01-24T00:00:00,10233,C031,fragrance + high cheekbones,1
